CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18VA18667_253;HL_0;44.6937;-63.6403;444172;1.39;05-sep-18;12:42:00;30.2168;19.822;6.6666;7.913;7.78889;0;0.128;0.025;NaN;0.04;NaN
18VA18667_257;HL_0;44.6937;-63.6403;444173;60.71;12-sep-18;18:02:00;31.1783;3.6715;0.5581;7.849;0.09995;44.22;3.8785;24.165;31.186;0.07;1.0665
18VA18667_257;HL_0;44.6937;-63.6403;444174;10.46;12-sep-18;18:00:00;30.5179;14.8915;5.333;7.822;9.22368;1.54;0.393;0.225;NaN;0.055;NaN
18VA18667_257;HL_0;44.6937;-63.6403;444175;5.4;12-sep-18;18:00:00;30.3648;17.2545;6.2217;7.779;8.60877;0.4;0.2125;0;NaN;0.025;6.384
18VA18667_257;HL_0;44.6937;-63.6403;444176;1.4;12-sep-18;17:59:00;30.3483;17.6082;5.5957;7.755;5.43969;0.39;0.179;0;NaN;0.025;NaN
18VA18667_261;HL_0;44.6937;-63.6403;444177;60.68;19-sep-18;12:22:00;31.1752;3.6901;0.5129;7.865;0.13956;49.39;3.769;24.49;31.109;0.055;0.6965
18VA18667_261;HL_0;44.6937;-63.6403;444178;10.53;19-sep-18;12:20:00;30.5124;16.4357;5.1506;7.821;4.95321;1.145;0.3375;0.255;NaN;0.065;NaN
18VA18667_261;HL_0;44.6937;-63.6403;444179;5.24;19-sep-18;12:20:00;30.4875;17.5928;6.259;7.791;7.34137;0.11;0.184;0;NaN;0;6.687
18VA18667_261;HL_0;44.6937;-63.6403;444180;1.28;19-sep-18;12:20:00;30.2837;19.0838;6.4875;7.759;6.678;0.155;0.1615;0;NaN;0;NaN
18VA18667_263;HL_0;44.6937;-63.6403;444181;60.76;26-sep-18;12:39:00;31.1633;3.7472;0.5344;7.762;0.11127;51.695;4.2465;23.47;31.178;0.15;0.573
18VA18667_263;HL_0;44.6937;-63.6403;444182;10.47;26-sep-18;12:37:00;30.4942;15.8693;5.8159;7.689;10.45351;1.23;0.3755;0.19;NaN;0.1;NaN
